nct_id,nct_date,nct_year
NCT02827708,20-Sep-16,2016
NCT02827903,Nov-15,2015
NCT02828995,Jul-16,2016
NCT02829177,Sep-14,2014
NCT02830048,Jul-16,2016
NCT02832999,Jan-16,2016
NCT02833415,Mar-16,2016
NCT02834689,Jul-16,2016
NCT02834858,Jan-16,2016
NCT02834923,Oct-16,2016
NCT02835014,Jul-16,2016
NCT02835287,Sep-16,2016
NCT02835495,Apr-17,2017
NCT02836015,May-16,2016
NCT02836704,Sep-16,2016
NCT02836808,Oct-13,2013
NCT02836873,Sep-16,2016
NCT02838147,Sep-16,2016
NCT02838693,Mar-16,2016
NCT02839031,Mar-15,2015
NCT02839044,Jun-16,2016
NCT02839174,Sep-16,2016
NCT02843139,Apr-14,2014
NCT02843724,Jul-16,2016
NCT02844517,Nov-16,2016
NCT02844803,Jul-16,2016
NCT02845024,Sep-14,2014
NCT02846233,Aug-16,2016
NCT02846545,26-Aug-16,2016
NCT02846779,Jul-16,2016
NCT02846831,Mar-17,2017
NCT02846857,Sep-17,2017
NCT02847091,Jul-16,2016
NCT02847390,Aug-15,2015
NCT02848053,Aug-16,2016
NCT02848261,Jul-16,2016
NCT02848833,Aug-16,2016
NCT02849080,20-Sep-16,2016
NCT02849899,Jan-17,2017
NCT02851745,Jul-15,2015
NCT02851849,Sep-16,2016
NCT02852980,Jul-15,2015
NCT02853630,Dec-13,2013
NCT02854111,Jul-13,2013
NCT02854696,Jul-16,2016
NCT02855307,Sep-16,2016
NCT02855645,Jul-16,2016
NCT02855684,Aug-16,2016
NCT02856516,Jul-16,2016
NCT02858648,Jan-13,2013
NCT02859779,Nov-16,2016
NCT02859818,Dec-16,2016
NCT02860611,Feb-13,2013
NCT02861144,Feb-11,2011
NCT02861261,Jul-16,2016
NCT02862067,Jul-16,2016
NCT02862431,Jul-16,2016
NCT02863276,Dec-09,2009
NCT02863328,10-Aug-16,2016
NCT02863419,10-Aug-16,2016
NCT02863523,Sep-14,2014
NCT02866435,Oct-16,2016
NCT02866539,Dec-16,2016
NCT02867436,Mar-16,2016
NCT02868177,Jan-16,2016
NCT02868320,Apr-14,2014
NCT02868931,1-Apr-16,2016
NCT02871089,Jan-17,2017
NCT02871882,Aug-16,2016
NCT02872974,Aug-16,2016
NCT02874612,Aug-15,2015
NCT02874963,Nov-15,2015
NCT02875821,Jan-16,2016
NCT02877355,Aug-16,2016
NCT02877680,Jul-17,2017
NCT02879383,Feb-17,2017
NCT02879409,Sep-16,2016
NCT02881060,Aug-16,2016
NCT02881164,Jul-15,2015
NCT02881528,Mar-16,2016
NCT02882737,Sep-16,2016
NCT02882945,May-15,2015
NCT02883127,Aug-15,2015
NCT02883829,Oct-16,2016
NCT02883842,Aug-16,2016
NCT02887677,Oct-16,2016
NCT02887898,Aug-16,2016
NCT02888691,Aug-16,2016
NCT02889172,Feb-15,2015
NCT02889510,Jul-16,2016
NCT02890693,Sep-16,2016
NCT02890745,Nov-16,2016
NCT02890836,Feb-16,2016
NCT02891382,Jul-16,2016
NCT02892604,Nov-16,2016
NCT02893072,Nov-15,2015
NCT02895113,Jan-17,2017
NCT02895867,May-16,2016
NCT02896010,Jul-16,2016
NCT02897219,Aug-16,2016
NCT02898428,Apr-16,2016
NCT02898493,Sep-16,2016
NCT02898506,Mar-16,2016
NCT02898714,Jul-16,2016
NCT02898766,Aug-16,2016
NCT02899390,Sep-16,2016
NCT02899949,Oct-16,2016
NCT02900417,Sep-16,2016
NCT02903264,Jan-07,2007
NCT02903615,Sep-16,2016
NCT02904512,Oct-16,2016
NCT02905487,Jan-15,2015
NCT02906579,Sep-16,2016
NCT02906709,Oct-16,2016
NCT02906891,May-16,2016
NCT02906917,20-Sep-16,2016
NCT02906930,20-Sep-16,2016
NCT02908087,Mar-16,2016
NCT02908152,Feb-17,2017
NCT02908555,Jan-16,2016
NCT02909829,Oct-16,2016
NCT02910089,27-Oct-16,2016
NCT02910141,Jan-14,2014
NCT02910271,May-16,2016
NCT02910518,17-Feb-17,2017
NCT02911948,21-Sep-16,2016
NCT02912455,5-Jan-17,2017
NCT02914496,Oct-16,2016
NCT02914691,Aug-15,2015
NCT02914730,Sep-16,2016
NCT02914743,Nov-16,2016
NCT02914886,Sep-16,2016
NCT02915198,May-17,2017
NCT02915250,Oct-16,2016
NCT02915263,1-Apr-17,2017
NCT02916589,Sep-16,2016
NCT02916667,Nov-16,2016
NCT02916706,Sep-16,2016
NCT02917057,1-Aug-15,2015
NCT02918175,Mar-17,2017
NCT02919397,Oct-16,2016
NCT02919839,Sep-16,2016
NCT02920918,Oct-16,2016
NCT02921906,Jun-16,2016
NCT02923323,Mar-16,2016
NCT02923453,Mar-98,1998
NCT02923960,Oct-16,2016
NCT02924064,Sep-16,2016
NCT02924207,Sep-16,2016
NCT02925299,Apr-17,2017
NCT02925312,Nov-14,2014
NCT02926079,Dec-16,2016
NCT02926937,Nov-16,2016
NCT02926950,Nov-16,2016
NCT02927639,Nov-16,2016
NCT02928250,Aug-15,2015
NCT02928952,1-Nov-16,2016
NCT02929355,Jan-12,2012
NCT02929901,Dec-16,2016
NCT02931656,Mar-16,2016
NCT02932475,Feb-17,2017
NCT02932826,Oct-16,2016
NCT02933853,14-Oct-16,2016
NCT02934425,Aug-16,2016
NCT02934737,Oct-16,2016
NCT02934893,Apr-15,2015
NCT02935712,16-Dec-16,2016
NCT02935868,Nov-13,2013
NCT02936843,Oct-16,2016
NCT02938026,May-16,2016
NCT02938572,Oct-16,2016
NCT02938806,Jun-16,2016
NCT02938832,Oct-16,2016
NCT02940418,19-Feb-17,2017
NCT02941367,23-Feb-17,2017
NCT02942056,Jan-17,2017
NCT02942069,Dec-16,2016
NCT02942914,Dec-16,2016
NCT02945540,Apr-16,2016
NCT02946632,Dec-16,2016
NCT02947568,Mar-16,2016
NCT02947620,Aug-15,2015
NCT02947828,Oct-16,2016
NCT02948777,Oct-16,2016
NCT02949193,May-13,2013
NCT02949739,Jan-15,2015
NCT02950272,Sep-16,2016
NCT02952352,Jan-17,2017
NCT02953249,Sep-16,2016
NCT02953262,Feb-19,2019
NCT02954601,Oct-16,2016
NCT02954692,Nov-16,2016
NCT02955875,Jan-15,2015
NCT02956577,Mar-16,2016
NCT02956811,Dec-16,2016
NCT02957513,Nov-16,2016
NCT02957721,Apr-17,2017
NCT02958956,Jan-97,1997
NCT02958995,Jan-97,1997
NCT02959762,Oct-16,2016
NCT02960295,Sep-14,2014
NCT02960659,7-Nov-16,2016
NCT02961179,Jan-17,2017
NCT02961192,Jan-17,2017
NCT02961595,Oct-99,1999
NCT02962492,Nov-16,2016
NCT02962921,Feb-03,2003
NCT02963766,Dec-16,2016
NCT02963922,6-Feb-17,2017
NCT02964104,Nov-16,2016
NCT02964572,Nov-16,2016
NCT02964585,Nov-16,2016
NCT02964715,Nov-16,2016
NCT02966626,Jan-17,2017
NCT02967237,Jan-16,2016
NCT02967354,Jan-13,2013
NCT02967406,Mar-16,2016
NCT02967653,Jan-17,2017
NCT02968628,Sep-16,2016
NCT02969798,Jan-14,2014
NCT02969954,Nov-16,2016
NCT02970344,Mar-17,2017
NCT02970357,Jan-16,2016
NCT02970838,Nov-12,2012
NCT02971202,Dec-16,2016
NCT02971865,Jun-15,2015
NCT02972996,Nov-16,2016
NCT02973100,Dec-16,2016
NCT02973321,Dec-16,2016
NCT02973412,Dec-16,2016
NCT02973477,12-Jan-17,2017
NCT02974309,Jun-17,2017
NCT02974413,Mar-16,2016
NCT02974504,Sep-16,2016
NCT02974816,Apr-17,2017
NCT02977039,Jan-17,2017
NCT02977130,May-14,2014
NCT02977442,Nov-16,2016
NCT02978807,Jul-12,2012
NCT02979756,Nov-16,2016
NCT02979860,Jan-17,2017
NCT02980276,Jan-17,2017
NCT02980627,Mar-16,2016
NCT02980978,Apr-16,2016
NCT02981121,Nov-16,2016
NCT02982330,Nov-16,2016
NCT02982408,Aug-16,2016
NCT02984514,Oct-15,2015
NCT02984605,Dec-16,2016
NCT02985099,Nov-15,2015
NCT02985502,Dec-16,2016
NCT02985866,15-Mar-17,2017
NCT02987335,Sep-17,2017
NCT02987738,9-Feb-17,2017
NCT02987751,Dec-16,2016
NCT02988427,Dec-16,2016
NCT02989740,Mar-15,2015
NCT02990299,Feb-17,2017
NCT02990832,Jan-17,2017
NCT02994095,Mar-14,2014
NCT02994966,Nov-16,2016
NCT02996539,Feb-13,2013
NCT02998008,Jan-17,2017
NCT02998970,Jan-17,2017
NCT02999841,Mar-16,2016
NCT02999867,Mar-17,2017
NCT03001336,Dec-10,2010
NCT03001999,Jan-17,2017
NCT03002545,Dec-16,2016
NCT03003806,Jan-17,2017
NCT03004612,Dec-15,2015
NCT03004664,Jan-17,2017
NCT03005288,1-Feb-17,2017
NCT03005600,Feb-16,2016
NCT03006471,Mar-16,2016
NCT03006666,May-17,2017
NCT03007186,Oct-16,2016
NCT03007329,Jan-17,2017
NCT03008057,Jan-17,2017
NCT03008824,Sep-12,2012
NCT03010241,Jan-17,2017
NCT03010683,Nov-15,2015
NCT03010956,Nov-14,2014
NCT03011008,Jan-17,2017
NCT03011021,Jan-17,2017
NCT03011177,Jan-17,2017
NCT03012074,Jan-17,2017
NCT03014011,Jan-17,2017
NCT03014479,Jan-17,2017
NCT03014908,Jan-14,2014
NCT03015220,10-Jan-17,2017
NCT03015480,Jan-17,2017
NCT03015519,Apr-17,2017
NCT03016910,Mar-16,2016
NCT03017287,Jan-17,2017
NCT03017703,Dec-16,2016
NCT03018028,10-Jan-17,2017
NCT03018665,Feb-17,2017
NCT03018938,6-Feb-17,2017
NCT03020069,Nov-15,2015
NCT03020264,Jan-17,2017
NCT03021187,2-Feb-17,2017
NCT03021746,Mar-16,2016
NCT03022058,Feb-17,2017
NCT03022682,Feb-15,2015
NCT03022721,Sep-16,2016
NCT03023228,May-10,2010
NCT03024788,Jan-17,2017
NCT03025607,Feb-17,2017
NCT03025919,Jan-17,2017
NCT03025984,Dec-16,2016
NCT03026218,Feb-17,2017
NCT03026426,Jan-17,2017
NCT03027726,7-Mar-17,2017
NCT03029351,Feb-17,2017
NCT03029390,Mar-16,2016
NCT03029546,Nov-15,2015
NCT03029702,1-Feb-17,2017
NCT03030209,Jan-00,2000
NCT03030222,Mar-17,2017
NCT03030235,1-Mar-17,2017
NCT03030300,Jan-08,2008
NCT03031834,Jan-99,1999
NCT03032354,Feb-17,2017
NCT03033407,Oct-14,2014
NCT03033433,Dec-16,2016
NCT03034798,14-Jan-15,2015
NCT03036774,Mar-17,2017
NCT03037099,Jan-17,2017
NCT03037190,Dec-15,2015
NCT03037528,27-Jan-17,2017
NCT03037593,Jun-17,2017
NCT03038373,Apr-12,2012
NCT03039075,Nov-16,2016
NCT03039569,15-Feb-17,2017
NCT03039933,Aug-16,2016
NCT03040414,1-Dec-17,2017
NCT03042325,15-Apr-17,2017
NCT03042442,1-Jan-17,2017
NCT03042936,Mar-15,2015
NCT03044860,Mar-11,2011
NCT03045250,1-May-17,2017
NCT03046498,2-Feb-17,2017
NCT03046927,1-Apr-17,2017
NCT03047278,1-Nov-15,2015
NCT03047486,Feb-17,2017
NCT03047668,May-13,2013
NCT03049839,1-Jun-17,2017
NCT03050645,Jun-11,2011
NCT03052400,3-Feb-17,2017
NCT03053336,20-Feb-17,2017
NCT03053518,Sep-17,2017
NCT03055468,1-Apr-17,2017
NCT03056014,May-17,2017
NCT03056456,23-Feb-17,2017
NCT03057444,10-Feb-17,2017
NCT03057470,May-16,2016
NCT03058029,28-Feb-17,2017
NCT03058926,19-Jan-17,2017
NCT03059069,1-Jun-16,2016
NCT03059719,8-Apr-15,2015
NCT03060538,6-Feb-17,2017
NCT03060694,Sep-16,2016
NCT03061214,28-Aug-17,2017
NCT03061266,9-Mar-16,2016
NCT03061851,25-Jan-17,2017
NCT03062475,1-Mar-17,2017
NCT03064321,1-May-17,2017
NCT03064841,Mar-17,2017
NCT03066284,14-Mar-16,2016
NCT03066830,24-Feb-17,2017
NCT03067662,27-Sep-12,2012
NCT03068078,May-16,2016
NCT03068273,May-15,2015
NCT03069196,10-Jun-16,2016
NCT03070106,Mar-17,2017
NCT03070704,15-Apr-17,2017
NCT03071016,4-Mar-17,2017
NCT03071692,Apr-17,2017
NCT03072901,Dec-10,2010
NCT03073330,Jun-16,2016
NCT03073551,27-Jul-10,2010
NCT03074383,Mar-17,2017
NCT03074630,May-16,2016
NCT03076112,1-Apr-17,2017
NCT03077997,15-Mar-17,2017
NCT03078049,31-Mar-17,2017
NCT03078478,13-Mar-17,2017
NCT03078764,1-Apr-17,2017
NCT03080337,17-Mar-17,2017
NCT03081676,8-Mar-17,2017
NCT03082859,Jul-16,2016
NCT03083795,Apr-17,2017
NCT03083899,1-Mar-17,2017
NCT03084900,1-Apr-17,2017
NCT03084965,10-Apr-17,2017
NCT03085524,Mar-17,2017
NCT03085771,1-Jan-17,2017
NCT03086330,15-Mar-17,2017
NCT03087032,20-Mar-17,2017
NCT03087266,1-Jun-16,2016
NCT03088475,1-Jan-18,2018
NCT03089463,3-Apr-17,2017
NCT03089528,Apr-17,2017
NCT03091517,1-Apr-17,2017
NCT03091920,28-Feb-17,2017
NCT03092063,1-Mar-17,2017
NCT03092882,3-Mar-17,2017
NCT03093636,28-Mar-17,2017
NCT03094767,Oct-16,2016
NCT03095196,1-Sep-12,2012
NCT03095651,10-Apr-17,2017
NCT03096002,1-May-17,2017
